date,state,number
2004-11-01,"RIO GRANDE DO NORTE",164
2004-12-01,"RIO GRANDE DO NORTE",284
2004-01-01,"RIO GRANDE DO SUL",70
2004-02-01,"RIO GRANDE DO SUL",52
2004-03-01,"RIO GRANDE DO SUL",149
2004-04-01,"RIO GRANDE DO SUL",98
2004-05-01,"RIO GRANDE DO SUL",4
2004-06-01,"RIO GRANDE DO SUL",52
2004-07-01,"RIO GRANDE DO SUL",156
2004-08-01,"RIO GRANDE DO SUL",403
2004-09-01,"RIO GRANDE DO SUL",431
2004-10-01,"RIO GRANDE DO SUL",680
2004-11-01,"RIO GRANDE DO SUL",161
2004-12-01,"RIO GRANDE DO SUL",99
2004-01-01,"RONDÔNIA",30
2004-02-01,"RONDÔNIA",12
2004-03-01,"RONDÔNIA",20
2004-04-01,"RONDÔNIA",14
2004-05-01,"RONDÔNIA",9
2004-06-01,"RONDÔNIA",151
2004-07-01,"RONDÔNIA",1233
2004-08-01,"RONDÔNIA",6893
2004-09-01,"RONDÔNIA",13050
2004-10-01,"RONDÔNIA",3094
2004-11-01,"RONDÔNIA",452
2004-12-01,"RONDÔNIA",208
2004-01-01,"RORAIMA",355
2004-02-01,"RORAIMA",259
2004-03-01,"RORAIMA",276
2004-04-01,"RORAIMA",182
2004-05-01,"RORAIMA",2
2004-06-01,"RORAIMA",6
2004-07-01,"RORAIMA",2
2004-08-01,"RORAIMA",18
2004-09-01,"RORAIMA",9
2004-10-01,"RORAIMA",53
2004-11-01,"RORAIMA",135
2004-12-01,"RORAIMA",160
2004-01-01,"SANTA CATARINA",37
2004-02-01,"SANTA CATARINA",29
2004-03-01,"SANTA CATARINA",73
2004-04-01,"SANTA CATARINA",59
2004-05-01,"SANTA CATARINA",2
2004-06-01,"SANTA CATARINA",127
2004-07-01,"SANTA CATARINA",94
2004-08-01,"SANTA CATARINA",728
2004-09-01,"SANTA CATARINA",755
2004-10-01,"SANTA CATARINA",704
2004-11-01,"SANTA CATARINA",279
2004-12-01,"SANTA CATARINA",68
2004-01-01,"SERGIPE",16
2004-02-01,"SERGIPE",10
2004-03-01,"SERGIPE",36
2004-04-01,"SERGIPE",13
2004-05-01,"SERGIPE",5
2004-06-01,"SERGIPE",0
2004-07-01,"SERGIPE",0
2004-08-01,"SERGIPE",0
2004-09-01,"SERGIPE",0
2004-10-01,"SERGIPE",3
2004-11-01,"SERGIPE",41
2004-12-01,"SERGIPE",66
2004-01-01,"SÃO PAULO",37
2004-02-01,"SÃO PAULO",41
2004-03-01,"SÃO PAULO",73
2004-04-01,"SÃO PAULO",36
2004-05-01,"SÃO PAULO",60
2004-06-01,"SÃO PAULO",231
2004-07-01,"SÃO PAULO",342
2004-08-01,"SÃO PAULO",794
2004-09-01,"SÃO PAULO",809
2004-10-01,"SÃO PAULO",195
2004-11-01,"SÃO PAULO",144
2004-12-01,"SÃO PAULO",102
2004-01-01,"TOCANTINS",40
2004-02-01,"TOCANTINS",7
2004-03-01,"TOCANTINS",23
2004-04-01,"TOCANTINS",52
2004-05-01,"TOCANTINS",350
2004-06-01,"TOCANTINS",1079
2004-07-01,"TOCANTINS",1389
2004-08-01,"TOCANTINS",1776
2004-09-01,"TOCANTINS",5308
2004-10-01,"TOCANTINS",1658
2004-11-01,"TOCANTINS",424
2004-12-01,"TOCANTINS",96
2005-01-01,"ACRE",12
2005-02-01,"ACRE",0
2005-03-01,"ACRE",3
2005-04-01,"ACRE",1
2005-05-01,"ACRE",2
2005-06-01,"ACRE",27
2005-07-01,"ACRE",368
2005-08-01,"ACRE",4198
2005-09-01,"ACRE",4253
2005-10-01,"ACRE",547
2005-11-01,"ACRE",14
2005-12-01,"ACRE",2
2005-01-01,"ALAGOAS",83
2005-02-01,"ALAGOAS",31
2005-03-01,"ALAGOAS",35
2005-04-01,"ALAGOAS",1
2005-05-01,"ALAGOAS",0
2005-06-01,"ALAGOAS",0
2005-07-01,"ALAGOAS",0
2005-08-01,"ALAGOAS",2
2005-09-01,"ALAGOAS",7
2005-10-01,"ALAGOAS",17
2005-11-01,"ALAGOAS",25
2005-12-01,"ALAGOAS",16
2005-01-01,"AMAPÁ",109
2005-02-01,"AMAPÁ",1
2005-03-01,"AMAPÁ",0
2005-04-01,"AMAPÁ",0
2005-05-01,"AMAPÁ",0
2005-06-01,"AMAPÁ",2
2005-07-01,"AMAPÁ",0
2005-08-01,"AMAPÁ",4
2005-09-01,"AMAPÁ",97
2005-10-01,"AMAPÁ",335
2005-11-01,"AMAPÁ",685
2005-12-01,"AMAPÁ",38
2005-01-01,"AMAZONAS",44
2005-02-01,"AMAZONAS",6
2005-03-01,"AMAZONAS",12
2005-04-01,"AMAZONAS",5
2005-05-01,"AMAZONAS",8
2005-06-01,"AMAZONAS",78
2005-07-01,"AMAZONAS",676
2005-08-01,"AMAZONAS",2316
2005-09-01,"AMAZONAS",2812
2005-10-01,"AMAZONAS",545
2005-11-01,"AMAZONAS",261
2005-12-01,"AMAZONAS",17
2005-01-01,"BAHIA",303
2005-02-01,"BAHIA",143
2005-03-01,"BAHIA",158
2005-04-01,"BAHIA",76
2005-05-01,"BAHIA",120
2005-06-01,"BAHIA",211
2005-07-01,"BAHIA",269
2005-08-01,"BAHIA",948
2005-09-01,"BAHIA",4066
2005-10-01,"BAHIA",8405
2005-11-01,"BAHIA",1595
2005-12-01,"BAHIA",116
2005-01-01,"CEARÁ",384
2005-02-01,"CEARÁ",25
2005-03-01,"CEARÁ",5
2005-04-01,"CEARÁ",4
2005-05-01,"CEARÁ",1
2005-06-01,"CEARÁ",6
2005-07-01,"CEARÁ",14
2005-08-01,"CEARÁ",51
2005-09-01,"CEARÁ",185
2005-10-01,"CEARÁ",1378
2005-11-01,"CEARÁ",2483
2005-12-01,"CEARÁ",1360
2005-01-01,"DISTRITO FEDERAL",0
2005-02-01,"DISTRITO FEDERAL",0
2005-03-01,"DISTRITO FEDERAL",0
2005-04-01,"DISTRITO FEDERAL",0
2005-05-01,"DISTRITO FEDERAL",2
2005-06-01,"DISTRITO FEDERAL",3
2005-07-01,"DISTRITO FEDERAL",24
2005-08-01,"DISTRITO FEDERAL",20
2005-09-01,"DISTRITO FEDERAL",23
2005-10-01,"DISTRITO FEDERAL",18
2005-11-01,"DISTRITO FEDERAL",2
2005-12-01,"DISTRITO FEDERAL",0
2005-01-01,"ESPÍRITO SANTO",4
2005-02-01,"ESPÍRITO SANTO",1
2005-03-01,"ESPÍRITO SANTO",3
2005-04-01,"ESPÍRITO SANTO",4
2005-05-01,"ESPÍRITO SANTO",5
2005-06-01,"ESPÍRITO SANTO",8
2005-07-01,"ESPÍRITO SANTO",9
2005-08-01,"ESPÍRITO SANTO",12
2005-09-01,"ESPÍRITO SANTO",8
2005-10-01,"ESPÍRITO SANTO",62
2005-11-01,"ESPÍRITO SANTO",0
2005-12-01,"ESPÍRITO SANTO",5
2005-01-01,"GOIÁS",27
2005-02-01,"GOIÁS",84
2005-03-01,"GOIÁS",36
2005-04-01,"GOIÁS",55
2005-05-01,"GOIÁS",164
2005-06-01,"GOIÁS",189
2005-07-01,"GOIÁS",363
2005-08-01,"GOIÁS",639
2005-09-01,"GOIÁS",1341
2005-10-01,"GOIÁS",1717
2005-11-01,"GOIÁS",144
2005-12-01,"GOIÁS",5
2005-01-01,"MARANHÃO",450
2005-02-01,"MARANHÃO",56
2005-03-01,"MARANHÃO",9
2005-04-01,"MARANHÃO",43
2005-05-01,"MARANHÃO",74
2005-06-01,"MARANHÃO",529
2005-07-01,"MARANHÃO",1152
2005-08-01,"MARANHÃO",2239
2005-09-01,"MARANHÃO",6292
2005-10-01,"MARANHÃO",6472
2005-11-01,"MARANHÃO",4769
2005-12-01,"MARANHÃO",1660
2005-01-01,"MATO GROSSO",59
2005-02-01,"MATO GROSSO",221
2005-03-01,"MATO GROSSO",158
2005-04-01,"MATO GROSSO",126
2005-05-01,"MATO GROSSO",328
2005-06-01,"MATO GROSSO",439
2005-07-01,"MATO GROSSO",859
2005-08-01,"MATO GROSSO",4484
2005-09-01,"MATO GROSSO",1870
2005-10-01,"MATO GROSSO",647
2005-11-01,"MATO GROSSO",159
2005-12-01,"MATO GROSSO",46
2005-01-01,"MATO GROSSO DO SUL",438
2005-02-01,"MATO GROSSO DO SUL",871
2005-03-01,"MATO GROSSO DO SUL",362
2005-04-01,"MATO GROSSO DO SUL",372
2005-05-01,"MATO GROSSO DO SUL",1641
2005-06-01,"MATO GROSSO DO SUL",2294
2005-07-01,"MATO GROSSO DO SUL",4172
2005-08-01,"MATO GROSSO DO SUL",11570
2005-09-01,"MATO GROSSO DO SUL",20551
2005-10-01,"MATO GROSSO DO SUL",7765
2005-11-01,"MATO GROSSO DO SUL",1368
2005-12-01,"MATO GROSSO DO SUL",246
2005-01-01,"MINAS GERAIS",28
2005-02-01,"MINAS GERAIS",79
2005-03-01,"MINAS GERAIS",107
2005-04-01,"MINAS GERAIS",89
2005-05-01,"MINAS GERAIS",134
2005-06-01,"MINAS GERAIS",246
2005-07-01,"MINAS GERAIS",467
2005-08-01,"MINAS GERAIS",1029
2005-09-01,"MINAS GERAIS",2047
2005-10-01,"MINAS GERAIS",6546
2005-11-01,"MINAS GERAIS",422
2005-12-01,"MINAS GERAIS",65
2005-01-01,"PARANÁ",55
2005-02-01,"PARANÁ",77
2005-03-01,"PARANÁ",84
2005-04-01,"PARANÁ",22
2005-05-01,"PARANÁ",125
2005-06-01,"PARANÁ",114
2005-07-01,"PARANÁ",155
2005-08-01,"PARANÁ",800
2005-09-01,"PARANÁ",386
2005-10-01,"PARANÁ",157
2005-11-01,"PARANÁ",597
2005-12-01,"PARANÁ",40
2005-01-01,"PARAÍBA",178
2005-02-01,"PARAÍBA",15
2005-03-01,"PARAÍBA",13
2005-04-01,"PARAÍBA",2
2005-05-01,"PARAÍBA",0
2005-06-01,"PARAÍBA",0
2005-07-01,"PARAÍBA",0
2005-08-01,"PARAÍBA",0
2005-09-01,"PARAÍBA",13
2005-10-01,"PARAÍBA",155
2005-11-01,"PARAÍBA",280
2005-12-01,"PARAÍBA",159
2005-01-01,"PARÁ",1768
2005-02-01,"PARÁ",85
2005-03-01,"PARÁ",21
2005-04-01,"PARÁ",14
2005-05-01,"PARÁ",37
2005-06-01,"PARÁ",304
2005-07-01,"PARÁ",4364
2005-08-01,"PARÁ",13055
2005-09-01,"PARÁ",9032
2005-10-01,"PARÁ",5083
2005-11-01,"PARÁ",4968
2005-12-01,"PARÁ",1495
2005-01-01,"PERNAMBUCO",221
2005-02-01,"PERNAMBUCO",33
2005-03-01,"PERNAMBUCO",45
2005-04-01,"PERNAMBUCO",1
2005-05-01,"PERNAMBUCO",1
2005-06-01,"PERNAMBUCO",3
2005-07-01,"PERNAMBUCO",1
2005-08-01,"PERNAMBUCO",10
2005-09-01,"PERNAMBUCO",154
2005-10-01,"PERNAMBUCO",408
2005-11-01,"PERNAMBUCO",452
2005-12-01,"PERNAMBUCO",191
2005-01-01,"PIAUÍ",94
2005-02-01,"PIAUÍ",26
2005-03-01,"PIAUÍ",13
2005-04-01,"PIAUÍ",3
2005-05-01,"PIAUÍ",22
2005-06-01,"PIAUÍ",171
2005-07-01,"PIAUÍ",445
2005-08-01,"PIAUÍ",943
2005-09-01,"PIAUÍ",3136
2005-10-01,"PIAUÍ",3263
2005-11-01,"PIAUÍ",1599
2005-12-01,"PIAUÍ",486
2005-01-01,"RIO DE JANEIRO",5
2005-02-01,"RIO DE JANEIRO",4
2005-03-01,"RIO DE JANEIRO",7
2005-04-01,"RIO DE JANEIRO",1
2005-05-01,"RIO DE JANEIRO",11
2005-06-01,"RIO DE JANEIRO",16
2005-07-01,"RIO DE JANEIRO",20
2005-08-01,"RIO DE JANEIRO",98
2005-09-01,"RIO DE JANEIRO",46
2005-10-01,"RIO DE JANEIRO",116
2005-11-01,"RIO DE JANEIRO",12
2005-12-01,"RIO DE JANEIRO",2
2005-01-01,"RIO GRANDE DO NORTE",153
2005-02-01,"RIO GRANDE DO NORTE",42
2005-03-01,"RIO GRANDE DO NORTE",15
2005-04-01,"RIO GRANDE DO NORTE",2
2005-05-01,"RIO GRANDE DO NORTE",3
2005-06-01,"RIO GRANDE DO NORTE",0
2005-07-01,"RIO GRANDE DO NORTE",2
2005-08-01,"RIO GRANDE DO NORTE",9
2005-09-01,"RIO GRANDE DO NORTE",37
2005-10-01,"RIO GRANDE DO NORTE",168
2005-11-01,"RIO GRANDE DO NORTE",249
2005-12-01,"RIO GRANDE DO NORTE",149
2005-01-01,"RIO GRANDE DO SUL",152
2005-02-01,"RIO GRANDE DO SUL",36
2005-03-01,"RIO GRANDE DO SUL",153
2005-04-01,"RIO GRANDE DO SUL",14
2005-05-01,"RIO GRANDE DO SUL",24
2005-06-01,"RIO GRANDE DO SUL",50
2005-07-01,"RIO GRANDE DO SUL",47
2005-08-01,"RIO GRANDE DO SUL",120
2005-09-01,"RIO GRANDE DO SUL",189
2005-10-01,"RIO GRANDE DO SUL",83
2005-11-01,"RIO GRANDE DO SUL",227
2005-12-01,"RIO GRANDE DO SUL",35
2005-01-01,"RONDÔNIA",99
2005-02-01,"RONDÔNIA",42
2005-03-01,"RONDÔNIA",17
2005-04-01,"RONDÔNIA",7
2005-05-01,"RONDÔNIA",38
2005-06-01,"RONDÔNIA",153
2005-07-01,"RONDÔNIA",798
2005-08-01,"RONDÔNIA",6672
2005-09-01,"RONDÔNIA",13972
2005-10-01,"RONDÔNIA",2559
2005-11-01,"RONDÔNIA",465
2005-12-01,"RONDÔNIA",36
2005-01-01,"RORAIMA",106
2005-02-01,"RORAIMA",105
2005-03-01,"RORAIMA",244
2005-04-01,"RORAIMA",22
2005-05-01,"RORAIMA",1
2005-06-01,"RORAIMA",5
2005-07-01,"RORAIMA",2
2005-08-01,"RORAIMA",9
2005-09-01,"RORAIMA",72
2005-10-01,"RORAIMA",88
2005-11-01,"RORAIMA",135
2005-12-01,"RORAIMA",71
2005-01-01,"SANTA CATARINA",46
2005-02-01,"SANTA CATARINA",46
2005-03-01,"SANTA CATARINA",92
2005-04-01,"SANTA CATARINA",25
2005-05-01,"SANTA CATARINA",21
2005-06-01,"SANTA CATARINA",58
2005-07-01,"SANTA CATARINA",90
2005-08-01,"SANTA CATARINA",391
2005-09-01,"SANTA CATARINA",116
2005-10-01,"SANTA CATARINA",197
2005-11-01,"SANTA CATARINA",384
2005-12-01,"SANTA CATARINA",17
2005-01-01,"SERGIPE",80
2005-02-01,"SERGIPE",19
2005-03-01,"SERGIPE",28
2005-04-01,"SERGIPE",8
2005-05-01,"SERGIPE",0
2005-06-01,"SERGIPE",0
2005-07-01,"SERGIPE",0
2005-08-01,"SERGIPE",0
2005-09-01,"SERGIPE",2
2005-10-01,"SERGIPE",11
2005-11-01,"SERGIPE",23
2005-12-01,"SERGIPE",29
2005-01-01,"SÃO PAULO",26
2005-02-01,"SÃO PAULO",78
2005-03-01,"SÃO PAULO",73
2005-04-01,"SÃO PAULO",62
2005-05-01,"SÃO PAULO",212
2005-06-01,"SÃO PAULO",236
2005-07-01,"SÃO PAULO",284
2005-08-01,"SÃO PAULO",522
2005-09-01,"SÃO PAULO",231
2005-10-01,"SÃO PAULO",221
2005-11-01,"SÃO PAULO",163
2005-12-01,"SÃO PAULO",15
2005-01-01,"TOCANTINS",66
2005-02-01,"TOCANTINS",27
2005-03-01,"TOCANTINS",13
2005-04-01,"TOCANTINS",52
2005-05-01,"TOCANTINS",236
2005-06-01,"TOCANTINS",669
2005-07-01,"TOCANTINS",1082
2005-08-01,"TOCANTINS",1840
2005-09-01,"TOCANTINS",5319
2005-10-01,"TOCANTINS",2913
2005-11-01,"TOCANTINS",271
2005-12-01,"TOCANTINS",53
2006-01-01,"ACRE",4
2006-02-01,"ACRE",0
2006-03-01,"ACRE",0
2006-04-01,"ACRE",0
2006-05-01,"ACRE",8
2006-06-01,"ACRE",1
2006-07-01,"ACRE",33
2006-08-01,"ACRE",839
2006-09-01,"ACRE",2370
2006-10-01,"ACRE",316
2006-11-01,"ACRE",18
2006-12-01,"ACRE",0
2006-01-01,"ALAGOAS",29
2006-02-01,"ALAGOAS",14
2006-03-01,"ALAGOAS",37
2006-04-01,"ALAGOAS",2
2006-05-01,"ALAGOAS",0
2006-06-01,"ALAGOAS",0
2006-07-01,"ALAGOAS",0
2006-08-01,"ALAGOAS",1
2006-09-01,"ALAGOAS",4
2006-10-01,"ALAGOAS",32
2006-11-01,"ALAGOAS",12
2006-12-01,"ALAGOAS",30
2006-01-01,"AMAPÁ",6
2006-02-01,"AMAPÁ",2
2006-03-01,"AMAPÁ",0
2006-04-01,"AMAPÁ",0
2006-05-01,"AMAPÁ",0
2006-06-01,"AMAPÁ",0
2006-07-01,"AMAPÁ",0
2006-08-01,"AMAPÁ",11
2006-09-01,"AMAPÁ",112
2006-10-01,"AMAPÁ",405
2006-11-01,"AMAPÁ",207
2006-12-01,"AMAPÁ",74
2006-01-01,"AMAZONAS",20
2006-02-01,"AMAZONAS",10
2006-03-01,"AMAZONAS",20
2006-04-01,"AMAZONAS",5
2006-05-01,"AMAZONAS",4
2006-06-01,"AMAZONAS",9
2006-07-01,"AMAZONAS",123
2006-08-01,"AMAZONAS",1422
2006-09-01,"AMAZONAS",2218
2006-10-01,"AMAZONAS",721
2006-11-01,"AMAZONAS",59
2006-12-01,"AMAZONAS",23
2006-01-01,"BAHIA",225
2006-02-01,"BAHIA",277
2006-03-01,"BAHIA",199
2006-04-01,"BAHIA",60
2006-05-01,"BAHIA",43
2006-06-01,"BAHIA",68
2006-07-01,"BAHIA",229
2006-08-01,"BAHIA",995
2006-09-01,"BAHIA",3006
2006-10-01,"BAHIA",2079
2006-11-01,"BAHIA",239
2006-12-01,"BAHIA",169
2006-01-01,"CEARÁ",211
2006-02-01,"CEARÁ",23
2006-03-01,"CEARÁ",3
2006-04-01,"CEARÁ",1
2006-05-01,"CEARÁ",0
2006-06-01,"CEARÁ",0
2006-07-01,"CEARÁ",1
2006-08-01,"CEARÁ",50
2006-09-01,"CEARÁ",237
2006-10-01,"CEARÁ",581
2006-11-01,"CEARÁ",1012
2006-12-01,"CEARÁ",1161
2006-01-01,"DISTRITO FEDERAL",0
2006-02-01,"DISTRITO FEDERAL",0
2006-03-01,"DISTRITO FEDERAL",0
2006-04-01,"DISTRITO FEDERAL",0
2006-05-01,"DISTRITO FEDERAL",3
2006-06-01,"DISTRITO FEDERAL",2
2006-07-01,"DISTRITO FEDERAL",10
2006-08-01,"DISTRITO FEDERAL",40
2006-09-01,"DISTRITO FEDERAL",20
2006-10-01,"DISTRITO FEDERAL",1
2006-11-01,"DISTRITO FEDERAL",0
2006-12-01,"DISTRITO FEDERAL",0
2006-01-01,"ESPÍRITO SANTO",13
2006-02-01,"ESPÍRITO SANTO",45
2006-03-01,"ESPÍRITO SANTO",14
2006-04-01,"ESPÍRITO SANTO",1
2006-05-01,"ESPÍRITO SANTO",0
2006-06-01,"ESPÍRITO SANTO",5
2006-07-01,"ESPÍRITO SANTO",11
2006-08-01,"ESPÍRITO SANTO",29
2006-09-01,"ESPÍRITO SANTO",87
2006-10-01,"ESPÍRITO SANTO",10
2006-11-01,"ESPÍRITO SANTO",0
2006-12-01,"ESPÍRITO SANTO",0
2006-01-01,"GOIÁS",85
2006-02-01,"GOIÁS",21
2006-03-01,"GOIÁS",29
2006-04-01,"GOIÁS",22
2006-05-01,"GOIÁS",33
2006-06-01,"GOIÁS",70
2006-07-01,"GOIÁS",169
2006-08-01,"GOIÁS",588
2006-09-01,"GOIÁS",1463
2006-10-01,"GOIÁS",178
2006-11-01,"GOIÁS",91
2006-12-01,"GOIÁS",7
2006-01-01,"MARANHÃO",221
2006-02-01,"MARANHÃO",22
2006-03-01,"MARANHÃO",14
2006-04-01,"MARANHÃO",9
2006-05-01,"MARANHÃO",5
2006-06-01,"MARANHÃO",131
2006-07-01,"MARANHÃO",512
2006-08-01,"MARANHÃO",1382
2006-09-01,"MARANHÃO",2907
2006-10-01,"MARANHÃO",3024
2006-11-01,"MARANHÃO",2004
2006-12-01,"MARANHÃO",1052
2006-01-01,"MATO GROSSO",59
2006-02-01,"MATO GROSSO",104
2006-03-01,"MATO GROSSO",137
2006-04-01,"MATO GROSSO",51
2006-05-01,"MATO GROSSO",99
2006-06-01,"MATO GROSSO",89
2006-07-01,"MATO GROSSO",289
2006-08-01,"MATO GROSSO",1129
2006-09-01,"MATO GROSSO",1078
2006-10-01,"MATO GROSSO",244
2006-11-01,"MATO GROSSO",83
2006-12-01,"MATO GROSSO",18
2006-01-01,"MATO GROSSO DO SUL",947
2006-02-01,"MATO GROSSO DO SUL",383
2006-03-01,"MATO GROSSO DO SUL",448
2006-04-01,"MATO GROSSO DO SUL",161
2006-05-01,"MATO GROSSO DO SUL",269
2006-06-01,"MATO GROSSO DO SUL",856
2006-07-01,"MATO GROSSO DO SUL",1941
2006-08-01,"MATO GROSSO DO SUL",6218
2006-09-01,"MATO GROSSO DO SUL",12661
2006-10-01,"MATO GROSSO DO SUL",2327
2006-11-01,"MATO GROSSO DO SUL",1031
2006-12-01,"MATO GROSSO DO SUL",23
2006-01-01,"MINAS GERAIS",109
2006-02-01,"MINAS GERAIS",96
2006-03-01,"MINAS GERAIS",69
2006-04-01,"MINAS GERAIS",50
2006-05-01,"MINAS GERAIS",62
2006-06-01,"MINAS GERAIS",73
2006-07-01,"MINAS GERAIS",336
2006-08-01,"MINAS GERAIS",959
2006-09-01,"MINAS GERAIS",2780
2006-10-01,"MINAS GERAIS",616
2006-11-01,"MINAS GERAIS",59
2006-12-01,"MINAS GERAIS",32
2006-01-01,"PARANÁ",78
2006-02-01,"PARANÁ",60
2006-03-01,"PARANÁ",56
2006-04-01,"PARANÁ",49
2006-05-01,"PARANÁ",90
2006-06-01,"PARANÁ",62
2006-07-01,"PARANÁ",139
2006-08-01,"PARANÁ",844
2006-09-01,"PARANÁ",866
2006-10-01,"PARANÁ",327
2006-11-01,"PARANÁ",60
2006-12-01,"PARANÁ",6
2006-01-01,"PARAÍBA",83
2006-02-01,"PARAÍBA",7
2006-03-01,"PARAÍBA",4
2006-04-01,"PARAÍBA",0
2006-05-01,"PARAÍBA",0
2006-06-01,"PARAÍBA",0
2006-07-01,"PARAÍBA",1
2006-08-01,"PARAÍBA",3
2006-09-01,"PARAÍBA",27
2006-10-01,"PARAÍBA",135
2006-11-01,"PARAÍBA",215
2006-12-01,"PARAÍBA",196
2006-01-01,"PARÁ",403
2006-02-01,"PARÁ",49
2006-03-01,"PARÁ",10
2006-04-01,"PARÁ",2
2006-05-01,"PARÁ",0
2006-06-01,"PARÁ",78
2006-07-01,"PARÁ",615
2006-08-01,"PARÁ",7575
2006-09-01,"PARÁ",8372
2006-10-01,"PARÁ",5964
2006-11-01,"PARÁ",2883
2006-12-01,"PARÁ",1417
2006-01-01,"PERNAMBUCO",148
2006-02-01,"PERNAMBUCO",41
2006-03-01,"PERNAMBUCO",18
2006-04-01,"PERNAMBUCO",2
2006-05-01,"PERNAMBUCO",1
2006-06-01,"PERNAMBUCO",0
2006-07-01,"PERNAMBUCO",1
2006-08-01,"PERNAMBUCO",8
2006-09-01,"PERNAMBUCO",147
2006-10-01,"PERNAMBUCO",310
2006-11-01,"PERNAMBUCO",385
2006-12-01,"PERNAMBUCO",207
2006-01-01,"PIAUÍ",133
2006-02-01,"PIAUÍ",23
2006-03-01,"PIAUÍ",18
2006-04-01,"PIAUÍ",1
2006-05-01,"PIAUÍ",0
2006-06-01,"PIAUÍ",40
2006-07-01,"PIAUÍ",150
2006-08-01,"PIAUÍ",911
2006-09-01,"PIAUÍ",1618
2006-10-01,"PIAUÍ",1443
2006-11-01,"PIAUÍ",740
2006-12-01,"PIAUÍ",339
2006-01-01,"RIO DE JANEIRO",12
2006-02-01,"RIO DE JANEIRO",7
2006-03-01,"RIO DE JANEIRO",8
2006-04-01,"RIO DE JANEIRO",8
2006-05-01,"RIO DE JANEIRO",4
2006-06-01,"RIO DE JANEIRO",19
2006-07-01,"RIO DE JANEIRO",54
2006-08-01,"RIO DE JANEIRO",79
2006-09-01,"RIO DE JANEIRO",197
2006-10-01,"RIO DE JANEIRO",12
2006-11-01,"RIO DE JANEIRO",1
2006-12-01,"RIO DE JANEIRO",0
2006-01-01,"RIO GRANDE DO NORTE",93
2006-02-01,"RIO GRANDE DO NORTE",21
2006-03-01,"RIO GRANDE DO NORTE",8
2006-04-01,"RIO GRANDE DO NORTE",2
2006-05-01,"RIO GRANDE DO NORTE",0
2006-06-01,"RIO GRANDE DO NORTE",0
2006-07-01,"RIO GRANDE DO NORTE",0
2006-08-01,"RIO GRANDE DO NORTE",13
2006-09-01,"RIO GRANDE DO NORTE",50
2006-10-01,"RIO GRANDE DO NORTE",85
2006-11-01,"RIO GRANDE DO NORTE",148
2006-12-01,"RIO GRANDE DO NORTE",101
2006-01-01,"RIO GRANDE DO SUL",46
2006-02-01,"RIO GRANDE DO SUL",34
2006-03-01,"RIO GRANDE DO SUL",76
2006-04-01,"RIO GRANDE DO SUL",59
2006-05-01,"RIO GRANDE DO SUL",24
2006-06-01,"RIO GRANDE DO SUL",7
2006-07-01,"RIO GRANDE DO SUL",45
2006-08-01,"RIO GRANDE DO SUL",642
2006-09-01,"RIO GRANDE DO SUL",444
2006-10-01,"RIO GRANDE DO SUL",160
2006-11-01,"RIO GRANDE DO SUL",27
2006-12-01,"RIO GRANDE DO SUL",15
2006-01-01,"RONDÔNIA",16
2006-02-01,"RONDÔNIA",17
2006-03-01,"RONDÔNIA",15
2006-04-01,"RONDÔNIA",0
2006-05-01,"RONDÔNIA",7
2006-06-01,"RONDÔNIA",40
2006-07-01,"RONDÔNIA",314
2006-08-01,"RONDÔNIA",3124
2006-09-01,"RONDÔNIA",9920
2006-10-01,"RONDÔNIA",1148
2006-11-01,"RONDÔNIA",253
2006-12-01,"RONDÔNIA",4
2006-01-01,"RORAIMA",70
2006-02-01,"RORAIMA",283
2006-03-01,"RORAIMA",385
2006-04-01,"RORAIMA",201
2006-05-01,"RORAIMA",0
2006-06-01,"RORAIMA",0
2006-07-01,"RORAIMA",0
2006-08-01,"RORAIMA",4
2006-09-01,"RORAIMA",40
2006-10-01,"RORAIMA",135
2006-11-01,"RORAIMA",26
2006-12-01,"RORAIMA",101
2006-01-01,"SANTA CATARINA",41
2006-02-01,"SANTA CATARINA",18
2006-03-01,"SANTA CATARINA",48
2006-04-01,"SANTA CATARINA",30
2006-05-01,"SANTA CATARINA",33
2006-06-01,"SANTA CATARINA",32
2006-07-01,"SANTA CATARINA",74
2006-08-01,"SANTA CATARINA",728
2006-09-01,"SANTA CATARINA",530
2006-10-01,"SANTA CATARINA",269
2006-11-01,"SANTA CATARINA",45
2006-12-01,"SANTA CATARINA",7
2006-01-01,"SERGIPE",36
2006-02-01,"SERGIPE",36
2006-03-01,"SERGIPE",41
2006-04-01,"SERGIPE",9
2006-05-01,"SERGIPE",0
2006-06-01,"SERGIPE",0
2006-07-01,"SERGIPE",0
2006-08-01,"SERGIPE",0
2006-09-01,"SERGIPE",0
2006-10-01,"SERGIPE",3
2006-11-01,"SERGIPE",5
2006-12-01,"SERGIPE",17
2006-01-01,"SÃO PAULO",76
2006-02-01,"SÃO PAULO",59
2006-03-01,"SÃO PAULO",106
2006-04-01,"SÃO PAULO",63
2006-05-01,"SÃO PAULO",88
2006-06-01,"SÃO PAULO",97
2006-07-01,"SÃO PAULO",245
2006-08-01,"SÃO PAULO",572
2006-09-01,"SÃO PAULO",694
2006-10-01,"SÃO PAULO",153
2006-11-01,"SÃO PAULO",43
2006-12-01,"SÃO PAULO",13
2006-01-01,"TOCANTINS",91
2006-02-01,"TOCANTINS",14
2006-03-01,"TOCANTINS",11
2006-04-01,"TOCANTINS",4
