number,date,state
8490,2001-09-01,"Mato Grosso"
563,2001-10-01,"Mato Grosso"
6543,2001-10-01,"Mato Grosso"
220,2001-11-01,"Mato Grosso"
373,2001-11-01,"Mato Grosso"
37,2001-12-01,"Mato Grosso"
143,2001-12-01,"Mato Grosso"
172,2002-01-01,"Mato Grosso"
304,2002-01-01,"Mato Grosso"
22,2002-02-01,"Mato Grosso"
98,2002-02-01,"Mato Grosso"
103,2002-03-01,"Mato Grosso"
115,2002-03-01,"Mato Grosso"
641,2002-04-01,"Mato Grosso"
230,2002-04-01,"Mato Grosso"
88,2002-05-01,"Mato Grosso"
2528,2002-05-01,"Mato Grosso"
7878,2002-06-01,"Mato Grosso"
517,2002-06-01,"Mato Grosso"
5661,2002-07-01,"Mato Grosso"
935,2002-07-01,"Mato Grosso"
14086,2002-08-01,"Mato Grosso"
3984,2002-08-01,"Mato Grosso"
11034,2002-09-01,"Mato Grosso"
2252,2002-09-01,"Mato Grosso"
9375,2002-10-01,"Mato Grosso"
2173,2002-10-01,"Mato Grosso"
2905,2002-11-01,"Mato Grosso"
1470,2002-11-01,"Mato Grosso"
1157,2002-12-01,"Mato Grosso"
376,2002-12-01,"Mato Grosso"
896,2003-01-01,"Mato Grosso"
182,2003-01-01,"Mato Grosso"
108,2003-02-01,"Mato Grosso"
592,2003-02-01,"Mato Grosso"
137,2003-03-01,"Mato Grosso"
554,2003-03-01,"Mato Grosso"
126,2003-04-01,"Mato Grosso"
903,2003-04-01,"Mato Grosso"
74,2003-05-01,"Mato Grosso"
942,2003-05-01,"Mato Grosso"
170,2003-06-01,"Mato Grosso"
4313,2003-06-01,"Mato Grosso"
5435,2003-07-01,"Mato Grosso"
182,2003-07-01,"Mato Grosso"
953,2003-08-01,"Mato Grosso"
11132,2003-08-01,"Mato Grosso"
1124,2003-09-01,"Mato Grosso"
1579,2003-09-01,"Mato Grosso"
5341,2003-10-01,"Mato Grosso"
541,2003-10-01,"Mato Grosso"
380,2003-11-01,"Mato Grosso"
2097,2003-11-01,"Mato Grosso"
153,2003-12-01,"Mato Grosso"
1622,2003-12-01,"Mato Grosso"
301,2004-01-01,"Mato Grosso"
258,2004-01-01,"Mato Grosso"
169,2004-02-01,"Mato Grosso"
272,2004-02-01,"Mato Grosso"
743,2004-03-01,"Mato Grosso"
225,2004-03-01,"Mato Grosso"
441,2004-04-01,"Mato Grosso"
97,2004-04-01,"Mato Grosso"
25,2004-05-01,"Mato Grosso"
2413,2004-05-01,"Mato Grosso"
394,2004-06-01,"Mato Grosso"
9813,2004-06-01,"Mato Grosso"
529,2004-07-01,"Mato Grosso"
11517,2004-07-01,"Mato Grosso"
1408,2004-08-01,"Mato Grosso"
13603,2004-08-01,"Mato Grosso"
2511,2004-09-01,"Mato Grosso"
24994,2004-09-01,"Mato Grosso"
960,2004-10-01,"Mato Grosso"
9295,2004-10-01,"Mato Grosso"
208,2004-11-01,"Mato Grosso"
2405,2004-11-01,"Mato Grosso"
110,2004-12-01,"Mato Grosso"
1217,2004-12-01,"Mato Grosso"
59,2005-01-01,"Mato Grosso"
438,2005-01-01,"Mato Grosso"
221,2005-02-01,"Mato Grosso"
871,2005-02-01,"Mato Grosso"
158,2005-03-01,"Mato Grosso"
362,2005-03-01,"Mato Grosso"
126,2005-04-01,"Mato Grosso"
372,2005-04-01,"Mato Grosso"
328,2005-05-01,"Mato Grosso"
1641,2005-05-01,"Mato Grosso"
439,2005-06-01,"Mato Grosso"
2294,2005-06-01,"Mato Grosso"
4172,2005-07-01,"Mato Grosso"
859,2005-07-01,"Mato Grosso"
1157,2005-08-01,"Mato Grosso"
4484,2005-08-01,"Mato Grosso"
1870,2005-09-01,"Mato Grosso"
20551,2005-09-01,"Mato Grosso"
7765,2005-10-01,"Mato Grosso"
647,2005-10-01,"Mato Grosso"
159,2005-11-01,"Mato Grosso"
1368,2005-11-01,"Mato Grosso"
246,2005-12-01,"Mato Grosso"
46,2005-12-01,"Mato Grosso"
947,2006-01-01,"Mato Grosso"
59,2006-01-01,"Mato Grosso"
383,2006-02-01,"Mato Grosso"
104,2006-02-01,"Mato Grosso"
137,2006-03-01,"Mato Grosso"
448,2006-03-01,"Mato Grosso"
161,2006-04-01,"Mato Grosso"
51,2006-04-01,"Mato Grosso"
99,2006-05-01,"Mato Grosso"
269,2006-05-01,"Mato Grosso"
89,2006-06-01,"Mato Grosso"
856,2006-06-01,"Mato Grosso"
1941,2006-07-01,"Mato Grosso"
289,2006-07-01,"Mato Grosso"
1129,2006-08-01,"Mato Grosso"
6218,2006-08-01,"Mato Grosso"
1078,2006-09-01,"Mato Grosso"
12661,2006-09-01,"Mato Grosso"
244,2006-10-01,"Mato Grosso"
2327,2006-10-01,"Mato Grosso"
1031,2006-11-01,"Mato Grosso"
83,2006-11-01,"Mato Grosso"
23,2006-12-01,"Mato Grosso"
18,2006-12-01,"Mato Grosso"
19,2007-01-01,"Mato Grosso"
476,2007-01-01,"Mato Grosso"
111,2007-02-01,"Mato Grosso"
213,2007-02-01,"Mato Grosso"
137,2007-03-01,"Mato Grosso"
476,2007-03-01,"Mato Grosso"
79,2007-04-01,"Mato Grosso"
46,2007-04-01,"Mato Grosso"
359,2007-05-01,"Mato Grosso"
62,2007-05-01,"Mato Grosso"
141,2007-06-01,"Mato Grosso"
1339,2007-06-01,"Mato Grosso"
1790,2007-07-01,"Mato Grosso"
197,2007-07-01,"Mato Grosso"
14453,2007-08-01,"Mato Grosso"
1823,2007-08-01,"Mato Grosso"
25963,2007-09-01,"Mato Grosso"
4446,2007-09-01,"Mato Grosso"
668,2007-10-01,"Mato Grosso"
4890,2007-10-01,"Mato Grosso"
299,2007-11-01,"Mato Grosso"
82,2007-11-01,"Mato Grosso"
81,2007-12-01,"Mato Grosso"
15,2007-12-01,"Mato Grosso"
63,2008-01-01,"Mato Grosso"
245,2008-01-01,"Mato Grosso"
78,2008-02-01,"Mato Grosso"
180,2008-02-01,"Mato Grosso"
97,2008-03-01,"Mato Grosso"
180,2008-03-01,"Mato Grosso"
274,2008-04-01,"Mato Grosso"
72,2008-04-01,"Mato Grosso"
34,2008-05-01,"Mato Grosso"
119,2008-05-01,"Mato Grosso"
24,2008-06-01,"Mato Grosso"
403,2008-06-01,"Mato Grosso"
116,2008-07-01,"Mato Grosso"
1117,2008-07-01,"Mato Grosso"
2875,2008-08-01,"Mato Grosso"
456,2008-08-01,"Mato Grosso"
1620,2008-09-01,"Mato Grosso"
7965,2008-09-01,"Mato Grosso"
6326,2008-10-01,"Mato Grosso"
432,2008-10-01,"Mato Grosso"
190,2008-11-01,"Mato Grosso"
50,2008-11-01,"Mato Grosso"
208,2008-12-01,"Mato Grosso"
159,2008-12-01,"Mato Grosso"
229,2009-01-01,"Mato Grosso"
527,2009-01-01,"Mato Grosso"
164,2009-02-01,"Mato Grosso"
248,2009-02-01,"Mato Grosso"
118,2009-03-01,"Mato Grosso"
325,2009-03-01,"Mato Grosso"
169,2009-04-01,"Mato Grosso"
291,2009-04-01,"Mato Grosso"
927,2009-05-01,"Mato Grosso"
516,2009-05-01,"Mato Grosso"
979,2009-06-01,"Mato Grosso"
376,2009-06-01,"Mato Grosso"
354,2009-07-01,"Mato Grosso"
1613,2009-07-01,"Mato Grosso"
816,2009-08-01,"Mato Grosso"
2250,2009-08-01,"Mato Grosso"
3129,2009-09-01,"Mato Grosso"
1146,2009-09-01,"Mato Grosso"
854,2009-10-01,"Mato Grosso"
2579,2009-10-01,"Mato Grosso"
439,2009-11-01,"Mato Grosso"
588,2009-11-01,"Mato Grosso"
171,2009-12-01,"Mato Grosso"
87,2009-12-01,"Mato Grosso"
72,2010-01-01,"Mato Grosso"
298,2010-01-01,"Mato Grosso"
157,2010-02-01,"Mato Grosso"
431,2010-02-01,"Mato Grosso"
149,2010-03-01,"Mato Grosso"
605,2010-03-01,"Mato Grosso"
136,2010-04-01,"Mato Grosso"
769,2010-04-01,"Mato Grosso"
105,2010-05-01,"Mato Grosso"
1313,2010-05-01,"Mato Grosso"
149,2010-06-01,"Mato Grosso"
1025,2010-06-01,"Mato Grosso"
3442,2010-07-01,"Mato Grosso"
589,2010-07-01,"Mato Grosso"
14608,2010-08-01,"Mato Grosso"
1721,2010-08-01,"Mato Grosso"
1505,2010-09-01,"Mato Grosso"
18366,2010-09-01,"Mato Grosso"
597,2010-10-01,"Mato Grosso"
4465,2010-10-01,"Mato Grosso"
259,2010-11-01,"Mato Grosso"
768,2010-11-01,"Mato Grosso"
846,2010-12-01,"Mato Grosso"
276,2010-12-01,"Mato Grosso"
129,2011-01-01,"Mato Grosso"
171,2011-01-01,"Mato Grosso"
61,2011-02-01,"Mato Grosso"
119,2011-02-01,"Mato Grosso"
252,2011-03-01,"Mato Grosso"
37,2011-03-01,"Mato Grosso"
23,2011-04-01,"Mato Grosso"
345,2011-04-01,"Mato Grosso"
81,2011-05-01,"Mato Grosso"
547,2011-05-01,"Mato Grosso"
104,2011-06-01,"Mato Grosso"
974,2011-06-01,"Mato Grosso"
250,2011-07-01,"Mato Grosso"
1061,2011-07-01,"Mato Grosso"
552,2011-08-01,"Mato Grosso"
2628,2011-08-01,"Mato Grosso"
1072,2011-09-01,"Mato Grosso"
6332,2011-09-01,"Mato Grosso"
276,2011-10-01,"Mato Grosso"
2010,2011-10-01,"Mato Grosso"
445,2011-11-01,"Mato Grosso"
1103,2011-11-01,"Mato Grosso"
577,2011-12-01,"Mato Grosso"
431,2011-12-01,"Mato Grosso"
201,2012-01-01,"Mato Grosso"
166,2012-01-01,"Mato Grosso"
193,2012-02-01,"Mato Grosso"
112,2012-02-01,"Mato Grosso"
423,2012-03-01,"Mato Grosso"
169,2012-03-01,"Mato Grosso"
97,2012-04-01,"Mato Grosso"
521,2012-04-01,"Mato Grosso"
812,2012-05-01,"Mato Grosso"
157,2012-05-01,"Mato Grosso"
96,2012-06-01,"Mato Grosso"
1651,2012-06-01,"Mato Grosso"
2008,2012-07-01,"Mato Grosso"
538,2012-07-01,"Mato Grosso"
6195,2012-08-01,"Mato Grosso"
2951,2012-08-01,"Mato Grosso"
2264,2012-09-01,"Mato Grosso"
10344,2012-09-01,"Mato Grosso"
652,2012-10-01,"Mato Grosso"
2837,2012-10-01,"Mato Grosso"
375,2012-11-01,"Mato Grosso"
115,2012-11-01,"Mato Grosso"
194,2012-12-01,"Mato Grosso"
492,2012-12-01,"Mato Grosso"
174,2013-01-01,"Mato Grosso"
269,2013-01-01,"Mato Grosso"
100,2013-02-01,"Mato Grosso"
375,2013-02-01,"Mato Grosso"
158,2013-03-01,"Mato Grosso"
563,2013-03-01,"Mato Grosso"
78,2013-04-01,"Mato Grosso"
338,2013-04-01,"Mato Grosso"
72,2013-05-01,"Mato Grosso"
739,2013-05-01,"Mato Grosso"
35,2013-06-01,"Mato Grosso"
1213,2013-06-01,"Mato Grosso"
201,2013-07-01,"Mato Grosso"
1630,2013-07-01,"Mato Grosso"
677,2013-08-01,"Mato Grosso"
3568,2013-08-01,"Mato Grosso"
1074,2013-09-01,"Mato Grosso"
5576,2013-09-01,"Mato Grosso"
1986,2013-10-01,"Mato Grosso"
378,2013-10-01,"Mato Grosso"
423,2013-11-01,"Mato Grosso"
1064,2013-11-01,"Mato Grosso"
195,2013-12-01,"Mato Grosso"
447,2013-12-01,"Mato Grosso"
315,2014-01-01,"Mato Grosso"
197,2014-01-01,"Mato Grosso"
139,2014-02-01,"Mato Grosso"
199,2014-02-01,"Mato Grosso"
95,2014-03-01,"Mato Grosso"
655,2014-03-01,"Mato Grosso"
859,2014-04-01,"Mato Grosso"
129,2014-04-01,"Mato Grosso"
933,2014-05-01,"Mato Grosso"
70,2014-05-01,"Mato Grosso"
1795,2014-06-01,"Mato Grosso"
84,2014-06-01,"Mato Grosso"
193,2014-07-01,"Mato Grosso"
2255,2014-07-01,"Mato Grosso"
312,2014-08-01,"Mato Grosso"
7167,2014-08-01,"Mato Grosso"
7081,2014-09-01,"Mato Grosso"
365,2014-09-01,"Mato Grosso"
5281,2014-10-01,"Mato Grosso"
581,2014-10-01,"Mato Grosso"
1018,2014-11-01,"Mato Grosso"
190,2014-11-01,"Mato Grosso"
466,2014-12-01,"Mato Grosso"
84,2014-12-01,"Mato Grosso"
226,2015-01-01,"Mato Grosso"
960,2015-01-01,"Mato Grosso"
148,2015-02-01,"Mato Grosso"
542,2015-02-01,"Mato Grosso"
705,2015-03-01,"Mato Grosso"
190,2015-03-01,"Mato Grosso"
947,2015-04-01,"Mato Grosso"
65,2015-04-01,"Mato Grosso"
541,2015-05-01,"Mato Grosso"
58,2015-05-01,"Mato Grosso"
1402,2015-06-01,"Mato Grosso"
299,2015-06-01,"Mato Grosso"
371,2015-07-01,"Mato Grosso"
1533,2015-07-01,"Mato Grosso"
1293,2015-08-01,"Mato Grosso"
5112,2015-08-01,"Mato Grosso"
11068,2015-09-01,"Mato Grosso"
1482,2015-09-01,"Mato Grosso"
6490,2015-10-01,"Mato Grosso"
507,2015-10-01,"Mato Grosso"
1930,2015-11-01,"Mato Grosso"
276,2015-11-01,"Mato Grosso"
394,2015-12-01,"Mato Grosso"
1777,2015-12-01,"Mato Grosso"
127,2016-01-01,"Mato Grosso"
374,2016-01-01,"Mato Grosso"
187,2016-02-01,"Mato Grosso"
1050,2016-02-01,"Mato Grosso"
143,2016-03-01,"Mato Grosso"
1085,2016-03-01,"Mato Grosso"
1770,2016-04-01,"Mato Grosso"
161,2016-04-01,"Mato Grosso"
97,2016-05-01,"Mato Grosso"
1081,2016-05-01,"Mato Grosso"
120,2016-06-01,"Mato Grosso"
1417,2016-06-01,"Mato Grosso"
3495,2016-07-01,"Mato Grosso"
687,2016-07-01,"Mato Grosso"
6228,2016-08-01,"Mato Grosso"
1481,2016-08-01,"Mato Grosso"
8980,2016-09-01,"Mato Grosso"
2383,2016-09-01,"Mato Grosso"
2749,2016-10-01,"Mato Grosso"
1200,2016-10-01,"Mato Grosso"
918,2016-11-01,"Mato Grosso"
258,2016-11-01,"Mato Grosso"
425,2016-12-01,"Mato Grosso"
123,2016-12-01,"Mato Grosso"
355,2017-01-01,"Mato Grosso"
482,2017-01-01,"Mato Grosso"
165,2017-02-01,"Mato Grosso"
337,2017-02-01,"Mato Grosso"
170,2017-03-01,"Mato Grosso"
719,2017-03-01,"Mato Grosso"
59,2017-04-01,"Mato Grosso"
606,2017-04-01,"Mato Grosso"
72,2017-05-01,"Mato Grosso"
845,2017-05-01,"Mato Grosso"
175,2017-06-01,"Mato Grosso"
2041,2017-06-01,"Mato Grosso"
1050,2017-07-01,"Mato Grosso"
2790,2017-07-01,"Mato Grosso"
6229,2017-08-01,"Mato Grosso"
1488,2017-08-01,"Mato Grosso"
2984,2017-09-01,"Mato Grosso"
23945,2017-09-01,"Mato Grosso"
685,2017-10-01,"Mato Grosso"
4800,2017-10-01,"Mato Grosso"
133,2017-11-01,"Mato Grosso"
813,2017-11-01,"Mato Grosso"
0,1998-01-01,"Minas Gerais"
0,1998-02-01,"Minas Gerais"
0,1998-03-01,"Minas Gerais"
0,1998-04-01,"Minas Gerais"
0,1998-05-01,"Minas Gerais"
70,1998-06-01,"Minas Gerais"
232,1998-07-01,"Minas Gerais"
875,1998-08-01,"Minas Gerais"
1981,1998-09-01,"Minas Gerais"
1093,1998-10-01,"Minas Gerais"
32,1998-11-01,"Minas Gerais"
21,1998-12-01,"Minas Gerais"
36,1999-01-01,"Minas Gerais"
112,1999-02-01,"Minas Gerais"
13,1999-03-01,"Minas Gerais"
27,1999-04-01,"Minas Gerais"
51,1999-05-01,"Minas Gerais"
132,1999-06-01,"Minas Gerais"
318,1999-07-01,"Minas Gerais"
1190,1999-08-01,"Minas Gerais"
2686,1999-09-01,"Minas Gerais"
1363,1999-10-01,"Minas Gerais"
271,1999-11-01,"Minas Gerais"
32,1999-12-01,"Minas Gerais"
24,2000-01-01,"Minas Gerais"
20,2000-02-01,"Minas Gerais"
24,2000-03-01,"Minas Gerais"
49,2000-04-01,"Minas Gerais"
67,2000-05-01,"Minas Gerais"
135,2000-06-01,"Minas Gerais"
345,2000-07-01,"Minas Gerais"
769,2000-08-01,"Minas Gerais"
1080,2000-09-01,"Minas Gerais"
1954,2000-10-01,"Minas Gerais"
43,2000-11-01,"Minas Gerais"
14,2000-12-01,"Minas Gerais"
18,2001-01-01,"Minas Gerais"
39,2001-02-01,"Minas Gerais"
13,2001-03-01,"Minas Gerais"
60,2001-04-01,"Minas Gerais"
83,2001-05-01,"Minas Gerais"
166,2001-06-01,"Minas Gerais"
266,2001-07-01,"Minas Gerais"
858,2001-08-01,"Minas Gerais"
1597,2001-09-01,"Minas Gerais"
528,2001-10-01,"Minas Gerais"
62,2001-11-01,"Minas Gerais"
44,2001-12-01,"Minas Gerais"
29,2002-01-01,"Minas Gerais"
62,2002-02-01,"Minas Gerais"
62,2002-03-01,"Minas Gerais"
99,2002-04-01,"Minas Gerais"
98,2002-05-01,"Minas Gerais"
207,2002-06-01,"Minas Gerais"
741,2002-07-01,"Minas Gerais"
2041,2002-08-01,"Minas Gerais"
3100,2002-09-01,"Minas Gerais"
4788,2002-10-01,"Minas Gerais"
417,2002-11-01,"Minas Gerais"
225,2002-12-01,"Minas Gerais"
37,2003-01-01,"Minas Gerais"
126,2003-02-01,"Minas Gerais"
81,2003-03-01,"Minas Gerais"
215,2003-04-01,"Minas Gerais"
75,2003-05-01,"Minas Gerais"
245,2003-06-01,"Minas Gerais"
407,2003-07-01,"Minas Gerais"
1955,2003-08-01,"Minas Gerais"
7091,2003-09-01,"Minas Gerais"
5391,2003-10-01,"Minas Gerais"
399,2003-11-01,"Minas Gerais"
225,2003-12-01,"Minas Gerais"
22,2004-01-01,"Minas Gerais"
29,2004-02-01,"Minas Gerais"
81,2004-03-01,"Minas Gerais"
48,2004-04-01,"Minas Gerais"
79,2004-05-01,"Minas Gerais"
209,2004-06-01,"Minas Gerais"
625,2004-07-01,"Minas Gerais"
1642,2004-08-01,"Minas Gerais"
4339,2004-09-01,"Minas Gerais"
2736,2004-10-01,"Minas Gerais"
914,2004-11-01,"Minas Gerais"
125,2004-12-01,"Minas Gerais"
28,2005-01-01,"Minas Gerais"
79,2005-02-01,"Minas Gerais"
107,2005-03-01,"Minas Gerais"
89,2005-04-01,"Minas Gerais"
134,2005-05-01,"Minas Gerais"
246,2005-06-01,"Minas Gerais"
467,2005-07-01,"Minas Gerais"
1029,2005-08-01,"Minas Gerais"
2047,2005-09-01,"Minas Gerais"
6546,2005-10-01,"Minas Gerais"
422,2005-11-01,"Minas Gerais"
65,2005-12-01,"Minas Gerais"
109,2006-01-01,"Minas Gerais"
96,2006-02-01,"Minas Gerais"
69,2006-03-01,"Minas Gerais"
50,2006-04-01,"Minas Gerais"
62,2006-05-01,"Minas Gerais"
73,2006-06-01,"Minas Gerais"
336,2006-07-01,"Minas Gerais"
959,2006-08-01,"Minas Gerais"
2780,2006-09-01,"Minas Gerais"
616,2006-10-01,"Minas Gerais"
59,2006-11-01,"Minas Gerais"
32,2006-12-01,"Minas Gerais"
91,2007-01-01,"Minas Gerais"
71,2007-02-01,"Minas Gerais"
155,2007-03-01,"Minas Gerais"
35,2007-04-01,"Minas Gerais"
124,2007-05-01,"Minas Gerais"
184,2007-06-01,"Minas Gerais"
446,2007-07-01,"Minas Gerais"
2975,2007-08-01,"Minas Gerais"
5088,2007-09-01,"Minas Gerais"
3467,2007-10-01,"Minas Gerais"
1305,2007-11-01,"Minas Gerais"
95,2007-12-01,"Minas Gerais"
85,2008-01-01,"Minas Gerais"
59,2008-02-01,"Minas Gerais"
61,2008-03-01,"Minas Gerais"
113,2008-04-01,"Minas Gerais"
50,2008-05-01,"Minas Gerais"
48,2008-06-01,"Minas Gerais"
194,2008-07-01,"Minas Gerais"
605,2008-08-01,"Minas Gerais"
2552,2008-09-01,"Minas Gerais"
3787,2008-10-01,"Minas Gerais"
892,2008-11-01,"Minas Gerais"
25,2008-12-01,"Minas Gerais"
74,2009-01-01,"Minas Gerais"
74,2009-02-01,"Minas Gerais"
106,2009-03-01,"Minas Gerais"
26,2009-04-01,"Minas Gerais"
128,2009-05-01,"Minas Gerais"
173,2009-06-01,"Minas Gerais"
477,2009-07-01,"Minas Gerais"
685,2009-08-01,"Minas Gerais"
1310,2009-09-01,"Minas Gerais"
1013,2009-10-01,"Minas Gerais"
246,2009-11-01,"Minas Gerais"
108,2009-12-01,"Minas Gerais"
118,2010-01-01,"Minas Gerais"
155,2010-02-01,"Minas Gerais"
109,2010-03-01,"Minas Gerais"
112,2010-04-01,"Minas Gerais"
179,2010-05-01,"Minas Gerais"
139,2010-06-01,"Minas Gerais"
707,2010-07-01,"Minas Gerais"
3353,2010-08-01,"Minas Gerais"
5059,2010-09-01,"Minas Gerais"
2048,2010-10-01,"Minas Gerais"
82,2010-11-01,"Minas Gerais"
105,2010-12-01,"Minas Gerais"
61,2011-01-01,"Minas Gerais"
111,2011-02-01,"Minas Gerais"
67,2011-03-01,"Minas Gerais"
66,2011-04-01,"Minas Gerais"
151,2011-05-01,"Minas Gerais"
304,2011-06-01,"Minas Gerais"
801,2011-07-01,"Minas Gerais"
2742,2011-08-01,"Minas Gerais"
5978,2011-09-01,"Minas Gerais"
1206,2011-10-01,"Minas Gerais"
153,2011-11-01,"Minas Gerais"
43,2011-12-01,"Minas Gerais"
75,2012-01-01,"Minas Gerais"
123,2012-02-01,"Minas Gerais"
152,2012-03-01,"Minas Gerais"
180,2012-04-01,"Minas Gerais"
144,2012-05-01,"Minas Gerais"
219,2012-06-01,"Minas Gerais"
669,2012-07-01,"Minas Gerais"
901,2012-08-01,"Minas Gerais"
3219,2012-09-01,"Minas Gerais"
3970,2012-10-01,"Minas Gerais"
220,2012-11-01,"Minas Gerais"
189,2012-12-01,"Minas Gerais"
75,2013-01-01,"Minas Gerais"
143,2013-02-01,"Minas Gerais"
110,2013-03-01,"Minas Gerais"
61,2013-04-01,"Minas Gerais"
150,2013-05-01,"Minas Gerais"
144,2013-06-01,"Minas Gerais"
462,2013-07-01,"Minas Gerais"
911,2013-08-01,"Minas Gerais"
1656,2013-09-01,"Minas Gerais"
1221,2013-10-01,"Minas Gerais"
277,2013-11-01,"Minas Gerais"
98,2013-12-01,"Minas Gerais"
133,2014-01-01,"Minas Gerais"
157,2014-02-01,"Minas Gerais"
77,2014-03-01,"Minas Gerais"
161,2014-04-01,"Minas Gerais"
224,2014-05-01,"Minas Gerais"
376,2014-06-01,"Minas Gerais"
559,2014-07-01,"Minas Gerais"
1952,2014-08-01,"Minas Gerais"
3454,2014-09-01,"Minas Gerais"
4735,2014-10-01,"Minas Gerais"
398,2014-11-01,"Minas Gerais"
155,2014-12-01,"Minas Gerais"
147,2015-01-01,"Minas Gerais"
84,2015-02-01,"Minas Gerais"
80,2015-03-01,"Minas Gerais"
109,2015-04-01,"Minas Gerais"
114,2015-05-01,"Minas Gerais"
200,2015-06-01,"Minas Gerais"
288,2015-07-01,"Minas Gerais"
1059,2015-08-01,"Minas Gerais"
3088,2015-09-01,"Minas Gerais"
3708,2015-10-01,"Minas Gerais"
1453,2015-11-01,"Minas Gerais"
295,2015-12-01,"Minas Gerais"
61,2016-01-01,"Minas Gerais"
207,2016-02-01,"Minas Gerais"
123,2016-03-01,"Minas Gerais"
172,2016-04-01,"Minas Gerais"
186,2016-05-01,"Minas Gerais"
263,2016-06-01,"Minas Gerais"
1004,2016-07-01,"Minas Gerais"
1433,2016-08-01,"Minas Gerais"
2093,2016-09-01,"Minas Gerais"
948,2016-10-01,"Minas Gerais"
126,2016-11-01,"Minas Gerais"
91,2016-12-01,"Minas Gerais"
106,2017-01-01,"Minas Gerais"
61,2017-02-01,"Minas Gerais"
105,2017-03-01,"Minas Gerais"
69,2017-04-01,"Minas Gerais"
125,2017-05-01,"Minas Gerais"
360,2017-06-01,"Minas Gerais"
610,2017-07-01,"Minas Gerais"
2142,2017-08-01,"Minas Gerais"
4697,2017-09-01,"Minas Gerais"
3062,2017-10-01,"Minas Gerais"
136,2017-11-01,"Minas Gerais"
0,1998-01-01,"Para"
0,1998-02-01,"Para"
0,1998-03-01,"Para"
0,1998-04-01,"Para"
0,1998-05-01,"Para"
58,1998-06-01,"Para"
638,1998-07-01,"Para"
6815,1998-08-01,"Para"
6237,1998-09-01,"Para"
3665,1998-10-01,"Para"
1861,1998-11-01,"Para"
1008,1998-12-01,"Para"
87,1999-01-01,"Para"
285,1999-02-01,"Para"
7,1999-03-01,"Para"
6,1999-04-01,"Para"
4,1999-05-01,"Para"
37,1999-06-01,"Para"
982,1999-07-01,"Para"
6178,1999-08-01,"Para"
4419,1999-09-01,"Para"
5026,1999-10-01,"Para"
2682,1999-11-01,"Para"
766,1999-12-01,"Para"
30,2000-01-01,"Para"
29,2000-02-01,"Para"
181,2000-03-01,"Para"
40,2000-04-01,"Para"
12,2000-05-01,"Para"
59,2000-06-01,"Para"
426,2000-07-01,"Para"
5484,2000-08-01,"Para"
2569,2000-09-01,"Para"
4313,2000-10-01,"Para"
3366,2000-11-01,"Para"
1698,2000-12-01,"Para"
34,2001-01-01,"Para"
16,2001-02-01,"Para"
0,2001-03-01,"Para"
0,2001-04-01,"Para"
7,2001-05-01,"Para"
42,2001-06-01,"Para"
708,2001-07-01,"Para"
9043,2001-08-01,"Para"
6139,2001-09-01,"Para"
5096,2001-10-01,"Para"
4938,2001-11-01,"Para"
2564,2001-12-01,"Para"
144,2002-01-01,"Para"
120,2002-02-01,"Para"
14,2002-03-01,"Para"
11,2002-04-01,"Para"
18,2002-05-01,"Para"
149,2002-06-01,"Para"
772,2002-07-01,"Para"
15664,2002-08-01,"Para"
5609,2002-09-01,"Para"
5189,2002-10-01,"Para"
7996,2002-11-01,"Para"
3118,2002-12-01,"Para"
900,2003-01-01,"Para"
34,2003-02-01,"Para"
27,2003-03-01,"Para"
14,2003-04-01,"Para"
3,2003-05-01,"Para"
64,2003-06-01,"Para"
1571,2003-07-01,"Para"
6255,2003-08-01,"Para"
8447,2003-09-01,"Para"
3803,2003-10-01,"Para"
6195,2003-11-01,"Para"
4787,2003-12-01,"Para"
579,2004-01-01,"Para"
20,2004-02-01,"Para"
22,2004-03-01,"Para"
23,2004-04-01,"Para"
44,2004-05-01,"Para"
340,2004-06-01,"Para"
4436,2004-07-01,"Para"
12812,2004-08-01,"Para"
9471,2004-09-01,"Para"
4726,2004-10-01,"Para"
9842,2004-11-01,"Para"
5508,2004-12-01,"Para"
1768,2005-01-01,"Para"
85,2005-02-01,"Para"
21,2005-03-01,"Para"
14,2005-04-01,"Para"
37,2005-05-01,"Para"
304,2005-06-01,"Para"
4364,2005-07-01,"Para"
13055,2005-08-01,"Para"
9032,2005-09-01,"Para"
5083,2005-10-01,"Para"
4968,2005-11-01,"Para"
1495,2005-12-01,"Para"
403,2006-01-01,"Para"
49,2006-02-01,"Para"
10,2006-03-01,"Para"
2,2006-04-01,"Para"
0,2006-05-01,"Para"
78,2006-06-01,"Para"
615,2006-07-01,"Para"
7575,2006-08-01,"Para"
8372,2006-09-01,"Para"
5964,2006-10-01,"Para"
2883,2006-11-01,"Para"
1417,2006-12-01,"Para"
467,2007-01-01,"Para"
23,2007-02-01,"Para"
6,2007-03-01,"Para"
0,2007-04-01,"Para"
9,2007-05-01,"Para"
129,2007-06-01,"Para"
476,2007-07-01,"Para"
14352,2007-08-01,"Para"
1459,2007-09-01,"Para"
2504,2007-10-01,"Para"
2890,2007-11-01,"Para"
689,2007-12-01,"Para"
131,2008-01-01,"Para"
54,2008-02-01,"Para"
4,2008-03-01,"Para"
7,2008-04-01,"Para"
0,2008-05-01,"Para"
48,2008-06-01,"Para"
971,2008-07-01,"Para"
4435,2008-08-01,"Para"
6294,2008-09-01,"Para"
6653,2008-10-01,"Para"
